events,description,batter,stand,launch_angle,launch_speed,hc_x,hc_y,pitcher,p_throws,pitch_type,release_speed,release_spin_rate,hit
field_out,hit_into_play,571431,L,-45.0,50.1,126.17,202.67,502042.0,R,SL,85.9,2731.0,False
field_out,hit_into_play,516782,R,-8.0,75.8,108.29,151.21,434671.0,R,FF,90.0,2270.0,False
grounded_into_double_play,hit_into_play,624428,L,-1.0,104.5,146.39,149.68,434671.0,R,FF,87.7,2311.0,False
single,hit_into_play_no_out,502042,R,9.0,103.6,118.96,76.14,434671.0,R,FF,88.9,2140.0,True
field_out,hit_into_play,570481,R,-39.0,41.0,119.98,192.35,434671.0,R,FF,87.6,2083.0,False
single,hit_into_play_no_out,543776,L,16.0,88.3,185.95,114.36,434671.0,R,FS,84.6,1741.0,True
home_run,hit_into_play_score,466320,L,21.0,101.7,221.81,66.97,434671.0,R,SL,83.5,2326.0,True
field_out,hit_into_play,592567,L,50.0,84.1,94.09,108.88,434671.0,R,SL,84.9,2372.0,False
field_out,hit_into_play,605137,L,-21.0,82.9,146.9,163.4,434671.0,R,FS,84.9,1879.0,False
field_out,hit_into_play,594809,L,39.0,92.0,142.65,62.28,502042.0,R,SL,87.7,2615.0,False
field_out,hit_into_play,465041,R,27.0,82.0,129.12,62.82,434671.0,R,SL,82.5,2338.0,False
field_out,hit_into_play,624428,L,56.0,86.3,129.34,111.6,434671.0,R,FC,87.0,2377.0,False
field_error,hit_into_play_no_out,502042,R,5.0,69.8,148.42,153.75,434671.0,R,FC,86.3,2352.0,False
single,hit_into_play_score,435559,R,15.0,97.5,59.9,109.82,502042.0,R,SL,86.0,2585.0,True
field_out,hit_into_play,571431,L,30.0,98.0,35.65,84.24,502042.0,R,CH,87.0,1511.0,False
field_out,hit_into_play,665742,L,-21.0,82.9,129.12,190.32,502042.0,R,CH,86.0,1599.0,False
double,hit_into_play_no_out,543685,R,21.0,104.2,210.39,70.93,502042.0,R,FF,94.5,2230.0,True
field_out,hit_into_play,570481,R,30.0,83.4,92.22,73.51,434671.0,R,FF,89.7,2305.0,False
field_out,hit_into_play,466320,L,39.0,89.2,132.17,96.34,434671.0,R,FC,87.5,2265.0,False
double,hit_into_play_score,592567,L,-3.0,91.1,219.54,112.6,434671.0,R,FS,84.0,1813.0,True
triple,hit_into_play_no_out,605137,L,15.0,98.3,64.35,104.56,434671.0,R,CU,77.9,2294.0,True
field_out,hit_into_play,465041,R,-2.0,86.5,108.29,153.75,434671.0,R,FS,84.1,1886.0,False
field_out,hit_into_play,435062,R,25.0,102.8,117.94,35.9,502042.0,R,FF,92.8,2240.0,False
single,hit_into_play_no_out,594809,L,0.0,107.2,124.04,66.37,502042.0,R,CH,89.8,1439.0,True
field_out,hit_into_play,516782,R,11.0,96.8,137.24,139.23,434671.0,R,CH,70.6,1516.0,False
field_out,hit_into_play,624428,L,13.0,83.0,151.53,149.78,434671.0,R,CU,78.0,2372.0,False
field_out,hit_into_play,502042,R,69.0,80.0,128.61,216.73,434671.0,R,FF,89.7,2354.0,False
double,hit_into_play_no_out,570481,R,20.0,81.3,196.75,127.73,434671.0,R,FC,86.3,2374.0,True
field_out,hit_into_play,543776,L,-21.0,82.9,105.75,163.9,434671.0,R,FC,88.2,2421.0,False
field_out,hit_into_play,605137,L,30.0,100.9,114.05,30.58,434671.0,R,FS,83.1,1718.0,False
grounded_into_double_play,hit_into_play,543685,R,-10.0,98.4,108.8,154.25,502042.0,R,FF,93.8,2154.0,False
single,hit_into_play_no_out,594809,L,-5.0,107.2,123.02,69.93,502042.0,R,FT,94.5,2094.0,True
field_out,hit_into_play,465041,R,3.0,90.7,132.17,142.06,434671.0,R,FF,90.8,2168.0,False
field_out,hit_into_play,516782,R,55.0,49.6,141.7,158.32,434671.0,R,FS,84.4,1775.0,False
field_out,hit_into_play,571771,R,-9.0,105.2,104.9,149.21,448855.0,R,FT,94.6,2242.0,False
field_out,hit_into_play,457759,R,0.0,80.7,100.95,167.17,448855.0,R,FT,95.8,2192.0,False
grounded_into_double_play,hit_into_play,519058,L,4.0,104.2,146.38,151.43,621289.0,R,CU,82.4,2745.0,False
single,hit_into_play_no_out,518735,L,-1.0,100.9,208.16,127.2,621289.0,R,CU,81.4,2695.0,True
field_out,hit_into_play,460075,R,44.0,102.5,189.23,66.67,621289.0,R,FF,95.7,2453.0,False
field_out,hit_into_play,608369,L,20.0,94.9,127.42,62.89,448855.0,R,FF,95.5,2447.0,False
field_out,hit_into_play,572041,R,-7.0,83.7,105.79,167.17,448855.0,R,CU,80.6,2546.0,False
field_out,hit_into_play,592626,L,5.0,84.5,162.12,167.17,448855.0,R,FS,84.2,858.0,False
field_out,hit_into_play,592885,L,5.0,77.7,156.67,155.06,520980.0,R,CH,86.9,2005.0,False
field_out,hit_into_play,456715,R,41.0,87.1,203.21,109.15,520980.0,R,FF,94.4,2429.0,False
field_out,hit_into_play,571970,L,30.0,90.5,88.59,60.66,605200.0,R,FT,88.6,2249.0,False
force_out,hit_into_play,606115,R,6.0,89.5,112.46,144.76,518397.0,L,SI,92.7,2286.0,False
single,hit_into_play_no_out,543768,L,8.0,110.2,155.63,97.37,518397.0,L,SI,91.0,2256.0,True
field_out,hit_into_play,519058,L,2.0,98.3,156.07,165.96,518397.0,L,SL,84.6,2251.0,False
field_out,hit_into_play,571771,R,19.0,87.4,184.2,105.84,605200.0,R,FT,91.0,2319.0,False
field_out,hit_into_play,457759,R,-15.0,69.7,102.76,170.2,605200.0,R,CH,77.7,1731.0,False
field_out,hit_into_play,518735,R,-21.0,82.9,114.27,175.65,518397.0,L,SI,91.9,2279.0,False
field_out,hit_into_play,460075,R,-18.0,92.2,102.16,164.75,518397.0,L,SI,91.8,2207.0,False
field_out,hit_into_play,592885,L,0.0,102.7,105.09,131.67,518397.0,L,SI,93.1,2305.0,False
grounded_into_double_play,hit_into_play,608369,L,-24.0,61.0,148.98,177.39,605200.0,R,CH,79.8,1779.0,False
single,hit_into_play_no_out,657077,L,-3.0,72.8,93.07,108.42,605200.0,R,CH,77.8,1571.0,True
field_out,hit_into_play,456715,R,57.0,92.0,65.73,120.8,554340.0,R,FF,94.3,2591.0,False
single,hit_into_play_score,543768,L,9.0,103.8,156.39,166.75,642701.0,R,CH,82.9,2061.0,True
single,hit_into_play_no_out,519058,L,15.0,92.4,183.91,85.93,642701.0,R,SL,79.7,2843.0,True
single,hit_into_play_no_out,621035,R,8.0,67.1,145.38,164.19,605200.0,R,FT,88.9,2231.0,True
field_out,hit_into_play,571970,L,30.0,84.2,168.07,74.97,605200.0,R,FT,88.7,2257.0,False
single,hit_into_play_no_out,571771,R,21.0,83.9,54.96,117.35,605200.0,R,CH,78.5,1791.0,True
home_run,hit_into_play_score,641355,L,32.0,106.3,233.6,75.11,605200.0,R,CU,74.0,2667.0,True
field_out,hit_into_play,457759,R,-12.0,87.4,110.03,151.43,605200.0,R,CH,78.1,1641.0,False
home_run,hit_into_play_score,606115,R,23.0,100.2,40.29,52.59,642701.0,R,CH,83.7,2221.0,True
grounded_into_double_play,hit_into_play,608369,L,-21.0,82.9,129.42,188.37,605200.0,R,CH,78.8,1705.0,False
field_out,hit_into_play,572041,R,46.0,101.9,31.83,97.5,605200.0,R,FT,86.7,2185.0,False
single,hit_into_play_no_out,642701,R,7.0,94.3,95.5,139.92,605200.0,R,FT,87.3,2322.0,True
double,hit_into_play_no_out,518735,R,18.0,105.0,106.62,40.95,657571.0,L,FF,94.5,2394.0,True
field_out,hit_into_play,460075,R,-21.0,82.9,114.27,171.41,657571.0,L,FF,94.3,2218.0,False
field_out,hit_into_play,592885,L,7.0,109.7,159.7,165.36,657571.0,L,FF,93.5,2225.0,False
grounded_into_double_play,hit_into_play,605131,R,-1.0,87.0,109.43,152.03,605200.0,R,FT,89.3,2264.0,False
single,hit_into_play_no_out,571970,L,13.0,77.7,150.41,125.45,605200.0,R,FT,88.2,2254.0,True
field_out,hit_into_play,456715,R,20.0,95.1,197.07,92.88,657571.0,L,FF,93.0,2298.0,False
field_out,hit_into_play,543768,L,31.0,91.5,119.76,48.92,657571.0,L,FF,94.7,2406.0,False
single,hit_into_play_no_out,542583,R,10.0,102.6,52.33,100.85,657571.0,L,CU,77.9,2934.0,True
home_run,hit_into_play_score,519058,L,31.0,102.0,109.51,29.92,657571.0,L,FF,92.6,2350.0,True
force_out,hit_into_play,571771,R,-9.0,73.9,122.15,141.73,605200.0,R,FT,88.6,2421.0,False
single,hit_into_play_no_out,641355,L,20.0,85.9,153.56,95.02,605200.0,R,CH,80.7,2071.0,True
single,hit_into_play_no_out,457759,R,-17.0,90.3,122.15,183.53,605200.0,R,FT,89.4,2337.0,True
field_out,hit_into_play,608369,L,32.0,85.1,81.11,82.13,605200.0,R,FT,88.1,2389.0,False
field_out,hit_into_play,572041,R,7.0,94.3,123.36,180.5,605200.0,R,FC,84.4,2429.0,False
single,hit_into_play_no_out,460075,R,-15.0,94.0,92.47,110.24,657571.0,L,FF,96.7,2376.0,True
field_out,hit_into_play,592885,L,-8.0,101.1,162.12,156.27,657571.0,L,FF,96.6,2354.0,False
field_out,hit_into_play,456715,R,5.0,64.7,108.48,154.54,657571.0,L,FF,95.8,2442.0,False
field_out,hit_into_play,571980,L,-20.0,74.7,147.41,157.81,503449.0,R,CH,85.4,1470.0,False
field_out,hit_into_play,608070,L,7.0,78.2,98.13,155.78,503449.0,R,FF,94.4,1863.0,False
field_out,hit_into_play,547982,L,-8.0,83.1,157.06,161.87,503449.0,R,FF,93.2,1706.0,False
field_out,hit_into_play,460086,L,6.0,102.4,162.65,149.68,594736.0,R,CU,81.4,2477.0,False
field_out,hit_into_play,609275,L,58.0,83.1,135.42,115.53,594736.0,R,FF,91.8,2434.0,False
single,hit_into_play_score,593160,R,8.0,93.1,104.04,144.13,594736.0,R,CU,82.9,2643.0,True
sac_bunt,hit_into_play,455117,R,-39.0,41.0,126.58,189.81,594736.0,R,FF,91.0,2407.0,False
single,hit_into_play_no_out,641531,R,-19.0,93.0,98.64,137.49,594736.0,R,FF,92.0,2240.0,True
field_out,hit_into_play,641343,L,-2.0,97.5,143.34,150.19,456701.0,R,FS,83.2,765.0,False
field_out,hit_into_play,434670,R,41.0,95.4,164.89,75.98,456701.0,R,SL,87.6,1787.0,False
field_out,hit_into_play,467793,L,-17.0,100.9,141.31,147.65,456701.0,R,FS,83.0,1683.0,False
field_out,hit_into_play,656811,L,-42.0,67.4,153.5,173.56,424144.0,L,SL,77.8,2247.0,False
grounded_into_double_play,hit_into_play,571980,L,-21.0,93.9,143.34,161.36,456701.0,R,FS,82.6,860.0,False
field_out,hit_into_play,608070,L,19.0,101.9,190.07,85.62,456701.0,R,FT,92.6,2069.0,False
field_out,hit_into_play,609275,L,41.0,87.2,93.56,108.54,622446.0,R,FF,95.5,2535.0,False
single,hit_into_play_no_out,593160,R,11.0,104.8,72.16,99.75,622446.0,R,FT,94.2,2275.0,True
field_out,hit_into_play,572008,R,-9.0,91.8,101.69,162.38,622446.0,R,CH,89.6,1595.0,False
double,hit_into_play_no_out,543543,L,16.0,99.0,193.79,113.18,456701.0,R,FF,92.8,2160.0,True
field_out,hit_into_play,434670,R,20.0,99.9,61.3,61.24,456701.0,R,FF,94.1,2074.0,False
field_out,hit_into_play,446263,L,32.0,81.6,70.0,103.96,622446.0,R,FF,96.2,2332.0,False
field_out,hit_into_play,641531,R,52.0,82.3,123.38,107.43,622446.0,R,CH,88.8,1725.0,False
home_run,hit_into_play_score,656811,L,33.0,108.3,230.1,48.5,622446.0,R,CH,89.0,1723.0,True
field_out,hit_into_play,467793,L,-29.0,65.3,126.07,182.19,456701.0,R,FT,92.8,1985.0,False
field_out,hit_into_play,571980,L,1.0,110.5,150.96,154.25,456701.0,R,FS,85.5,1156.0,False
field_out,hit_into_play,608070,L,40.0,99.6,127.61,53.65,456701.0,R,FT,93.3,2117.0,False
field_out,hit_into_play,460086,L,-13.0,95.7,160.61,148.16,622446.0,R,FF,93.6,2350.0,False
single,hit_into_play_score,609275,L,6.0,97.9,172.8,130.89,622446.0,R,FF,96.2,2468.0,True
field_out,hit_into_play,593160,R,-1.0,94.4,143.34,161.36,622446.0,R,FT,95.1,2301.0,False
field_out,hit_into_play,572008,R,32.0,103.0,63.08,64.85,622446.0,R,CU,80.3,2361.0,False
double,hit_into_play_no_out,455117,R,22.0,102.6,108.03,30.13,622446.0,R,FT,94.3,2335.0,True
field_out,hit_into_play,547982,L,49.0,88.2,69.13,101.21,456701.0,R,KC,77.0,1897.0,False
single,hit_into_play_no_out,543543,L,-9.0,102.1,177.23,117.84,456701.0,R,FF,93.5,2012.0,True
field_out,hit_into_play,608700,R,35.0,88.3,203.58,112.05,456701.0,R,FF,92.5,2027.0,False
field_out,hit_into_play,446263,L,-21.0,88.0,150.45,172.03,622446.0,R,CH,89.2,1649.0,False
single,hit_into_play_no_out,641531,R,15.0,97.8,61.62,95.88,622446.0,R,FT,95.2,2309.0,True
field_out,hit_into_play,656811,L,-21.0,82.9,138.77,189.81,622446.0,R,FT,90.9,1886.0,False
field_out,hit_into_play,624585,R,65.0,76.6,179.41,180.67,622446.0,R,FT,95.0,2228.0,False
field_out,hit_into_play,641343,L,-22.0,98.7,132.67,184.22,456701.0,R,FF,93.6,1944.0,False
field_out,hit_into_play,460086,L,-21.0,82.9,140.8,155.27,622446.0,R,FT,97.2,2397.0,False
field_out,hit_into_play,609275,L,1.0,103.6,105.75,149.68,622446.0,R,FF,95.5,2364.0,False
field_out,hit_into_play,593160,R,25.0,85.5,203.19,115.76,622446.0,R,FT,95.4,2336.0,False
field_out,hit_into_play,571980,L,-23.0,92.7,143.54,159.63,456701.0,R,FS,84.6,1791.0,False
field_out,hit_into_play,608070,L,1.0,103.3,160.61,165.94,456701.0,R,FT,91.6,1873.0,False
sac_fly,hit_into_play_score,518792,L,47.0,79.1,53.36,135.33,592102.0,R,FF,92.9,2542.0,False
double,hit_into_play_no_out,595879,R,20.0,69.7,133.9,111.55,592102.0,R,KC,82.5,2816.0,True
field_out,hit_into_play,450314,L,33.0,91.5,189.22,69.43,592102.0,R,KC,82.2,2454.0,False
field_out,hit_into_play,518960,R,66.0,79.1,164.85,158.7,594986.0,L,SI,87.7,1958.0,False
single,hit_into_play_score,657145,R,14.0,81.7,131.46,91.01,570663.0,R,SL,89.2,2301.0,True
single,hit_into_play_no_out,575929,R,-17.0,90.3,115.06,184.01,570663.0,R,SL,91.3,2518.0,True
double,hit_into_play_no_out,518792,L,20.0,97.5,70.04,56.04,570663.0,R,FF,97.8,2256.0,True
field_out,hit_into_play,595879,R,31.0,88.6,149.0,62.24,570663.0,R,SL,88.5,2254.0,False
field_out,hit_into_play,592743,R,47.0,94.6,41.77,112.54,445213.0,R,SI,92.4,2049.0,False
sac_fly,hit_into_play_score,488721,R,29.0,97.4,134.05,35.43,445213.0,R,SI,92.4,2070.0,False
single,hit_into_play_no_out,446359,R,16.0,93.7,195.84,117.2,525768.0,L,FF,91.8,2337.0,True
field_out,hit_into_play,519203,L,65.0,61.5,125.74,156.57,657228.0,R,FF,94.5,2216.0,False
field_out,hit_into_play,450314,L,-32.0,60.3,149.15,153.08,657228.0,R,CH,87.5,1768.0,False
field_out,hit_into_play,664058,R,-27.0,62.0,101.27,168.48,525768.0,L,CU,75.1,2636.0,False
field_out,hit_into_play,571718,L,13.0,69.9,101.47,165.71,525768.0,L,SL,88.5,2376.0,False
field_out,hit_into_play,518960,R,24.0,89.8,188.89,77.87,525768.0,L,FF,92.9,2245.0,False
double,hit_into_play_no_out,571506,L,16.0,107.3,140.12,35.2,525768.0,L,SL,89.1,2268.0,True
field_out,hit_into_play,546991,R,68.0,55.0,149.58,173.98,472610.0,R,SL,85.7,2338.0,False
field_out,hit_into_play,575929,R,-3.0,48.8,138.63,175.1,472610.0,R,FT,96.9,2127.0,False
field_out,hit_into_play,592743,R,-21.0,82.9,124.14,188.25,543903.0,R,FF,95.4,2200.0,False
field_out,hit_into_play,446359,R,19.0,82.5,96.28,108.3,542960.0,R,SL,84.0,2589.0,False
single,hit_into_play_no_out,571718,L,4.0,94.7,133.69,106.67,542960.0,R,CH,85.5,1856.0,True
field_out,hit_into_play,518960,R,53.0,74.3,158.53,126.61,542960.0,R,FF,92.1,2207.0,False
field_out,hit_into_play,518792,L,-21.0,82.9,143.52,174.32,621142.0,R,CH,85.1,1754.0,False
double,hit_into_play_score,595879,R,6.0,106.1,43.59,111.33,608717.0,R,CH,84.0,2088.0,True
field_out,hit_into_play,571506,L,-9.0,93.5,154.46,147.93,543294.0,R,CH,78.9,2193.0,False
field_out,hit_into_play,592743,R,72.0,71.1,146.55,167.66,543294.0,R,CH,78.5,2128.0,False
field_out,hit_into_play,594777,L,33.0,95.6,70.72,59.85,543294.0,R,CH,78.6,2219.0,False
field_out,hit_into_play,623520,R,18.0,87.4,80.03,95.38,608717.0,R,CU,76.1,3180.0,False
field_out,hit_into_play,656941,L,-21.0,82.9,153.21,157.97,608717.0,R,SL,82.3,2772.0,False
field_out,hit_into_play,608717,R,-24.0,87.9,103.55,160.99,543294.0,R,SI,85.5,1845.0,False
single,hit_into_play_no_out,446359,R,26.0,68.2,127.17,113.75,543294.0,R,CH,78.5,2208.0,True
field_out,hit_into_play,664058,R,21.0,88.8,96.33,62.93,543294.0,R,SI,86.3,1926.0,False
field_out,hit_into_play,571718,L,51.0,84.8,94.77,101.19,543294.0,R,CH,77.5,2127.0,False
field_out,hit_into_play,519203,L,24.0,80.6,179.81,93.2,608717.0,R,CH,84.1,2170.0,False
field_out,hit_into_play,518614,L,-21.0,82.9,127.22,194.46,608717.0,R,SL,83.2,2962.0,False
field_out,hit_into_play,518960,R,-2.0,104.6,110.77,145.44,543294.0,R,SI,86.1,1909.0,False
field_out,hit_into_play,592743,R,-39.0,41.0,124.04,188.9,543294.0,R,SI,85.1,1867.0,False
force_out,hit_into_play,623520,R,-21.0,82.9,116.1,149.98,608717.0,R,SL,84.0,947.0,False
field_out,hit_into_play,656941,L,45.0,60.3,81.94,146.8,608717.0,R,FF,91.3,2571.0,False
single,hit_into_play_no_out,518792,L,16.0,87.4,92.49,92.18,608717.0,R,FF,91.1,2576.0,True
field_out,hit_into_play,594777,L,50.0,71.7,142.18,119.92,543294.0,R,CH,78.5,2193.0,False
grounded_into_double_play,hit_into_play_score,608717,R,-20.0,86.5,113.36,149.49,543294.0,R,SI,84.9,1878.0,False
single,hit_into_play_score,446359,R,7.0,99.5,90.34,114.36,543294.0,R,CH,78.2,2128.0,True
single,hit_into_play_score,664058,R,14.0,97.6,180.58,120.41,543294.0,R,SI,85.6,1920.0,True
single,hit_into_play_no_out,571718,L,7.0,96.6,174.53,112.54,543294.0,R,CH,77.8,2128.0,True
single,hit_into_play_no_out,518960,R,15.0,98.3,161.36,61.12,543294.0,R,SI,87.0,1941.0,True
field_out,hit_into_play,595879,R,29.0,93.4,190.99,64.92,608717.0,R,SL,83.2,2888.0,False
field_out,hit_into_play,519203,L,5.0,110.8,152.72,167.66,608717.0,R,FF,89.9,2366.0,False
single,hit_into_play,571506,L,15.0,88.0,187.65,136.55,543294.0,R,CH,79.1,2158.0,True
field_out,hit_into_play,592743,R,30.0,100.5,113.51,31.86,543294.0,R,FF,87.2,2075.0,False
field_out,hit_into_play,456030,R,-21.0,82.9,104.23,147.65,571710.0,R,FF,95.5,2379.0,False
single,hit_into_play_no_out,542340,L,8.0,108.8,169.25,106.41,584171.0,R,FF,92.7,2240.0,True
single,hit_into_play_no_out,502110,R,-2.0,94.7,143.34,87.2,656945.0,L,FF,96.4,2297.0,True
field_out,hit_into_play,456488,R,29.0,90.7,212.08,84.9,656945.0,L,FF,96.7,2298.0,False
field_out,hit_into_play,656775,L,-1.0,106.7,155.03,147.65,592804.0,R,FF,93.2,2589.0,False
field_out,hit_into_play,600474,R,69.0,80.0,125.06,184.22,592804.0,R,CH,83.8,1371.0,False
double,hit_into_play_no_out,448801,L,41.0,101.2,97.91,43.29,592804.0,R,FF,93.9,2537.0,True
field_out,hit_into_play,605141,R,47.0,92.9,187.65,93.54,656945.0,L,FF,96.9,2271.0,False
double,hit_into_play_score,543877,R,34.0,93.9,81.37,62.31,642231.0,R,SL,82.5,2675.0,True
single,hit_into_play_no_out,646240,L,9.0,110.4,114.92,74.14,642231.0,R,FT,95.3,2331.0,True
field_out,hit_into_play,456665,R,69.0,80.0,118.45,186.76,642231.0,R,FT,94.4,2231.0,False
field_out,hit_into_play,593428,R,6.0,109.4,133.18,142.06,642231.0,R,FT,95.0,2289.0,False
field_out,hit_into_play,547004,L,20.0,97.1,116.18,51.71,519393.0,R,FC,94.4,2292.0,False
field_error,hit_into_play_score,600524,R,0.0,90.1,104.23,167.97,519393.0,R,SI,95.7,2096.0,False
field_error,hit_into_play_score,596105,L,4.0,74.6,153.5,164.41,519393.0,R,SL,87.6,2300.0,False
single,hit_into_play_no_out,656775,L,6.0,110.3,181.95,99.39,519393.0,R,FC,93.3,2265.0,True
field_out,hit_into_play,502110,R,-21.0,82.9,126.07,204.03,642231.0,R,SL,82.3,2599.0,False
grounded_into_double_play,hit_into_play_score,519048,L,-14.0,91.5,148.93,147.65,642231.0,R,CH,89.9,1905.0,False
single,hit_into_play_no_out,605141,R,13.0,98.8,104.02,70.84,488768.0,R,FT,90.9,2106.0,True
double,hit_into_play_no_out,643217,L,27.0,99.0,86.16,40.86,488768.0,R,CH,83.0,1470.0,True
field_out,hit_into_play,600474,R,69.0,80.0,163.15,175.59,519393.0,R,SI,95.6,2138.0,False
force_out,hit_into_play_score,448801,L,1.0,89.3,138.77,147.14,519393.0,R,FC,93.0,2271.0,False
single,hit_into_play_score,547004,L,11.0,77.9,142.76,145.11,605155.0,R,CU,82.6,2647.0,True
single,hit_into_play_score,600524,R,17.0,80.3,71.7,109.88,605155.0,R,CU,83.6,3044.0,True
single,hit_into_play_no_out,641820,R,-17.0,93.4,88.48,110.57,605155.0,R,FC,94.4,2397.0,True
field_out,hit_into_play,543877,R,-6.0,95.1,105.75,146.13,488768.0,R,CH,84.5,1565.0,False
field_out,hit_into_play,456030,R,-18.0,87.9,110.83,149.17,488768.0,R,FF,90.8,2176.0,False
field_out,hit_into_play,646240,L,-21.0,82.9,155.53,165.94,488768.0,R,CU,79.1,2437.0,False
field_out,hit_into_play,656775,L,27.0,92.3,200.82,71.31,592390.0,R,FF,94.8,2593.0,False
field_out,hit_into_play,593643,R,45.0,76.3,194.64,124.67,592390.0,R,SL,88.7,2664.0,False
double,hit_into_play_score,448801,L,22.0,99.8,174.31,57.05,592390.0,R,FF,93.4,2340.0,True
single,hit_into_play_no_out,547004,L,9.0,107.8,169.23,88.4,519144.0,R,FF,91.6,2450.0,True
single,hit_into_play_no_out,600524,R,12.0,106.8,88.5,62.37,519144.0,R,FF,89.5,2438.0,True
field_out,hit_into_play,456665,R,21.0,102.6,139.88,44.52,488768.0,R,CU,82.8,2504.0,False
field_out,hit_into_play,593428,R,39.0,98.8,114.15,50.52,488768.0,R,FF,94.2,2248.0,False
field_out,hit_into_play,502110,R,41.0,102.6,170.46,58.67,488768.0,R,SL,84.1,2306.0,False
field_out,hit_into_play,542340,L,-7.0,76.9,155.03,163.9,519144.0,R,FF,91.5,2482.0,False
sac_bunt,hit_into_play,656775,L,25.0,21.8,128.71,191.62,519144.0,R,FT,88.9,2252.0,False
single,hit_into_play_no_out,600474,R,-11.0,101.5,97.63,167.97,519144.0,R,FT,89.4,2373.0,True
field_out,hit_into_play,643217,L,34.0,100.5,145.99,33.06,488768.0,R,FF,94.3,2208.0,False
home_run,hit_into_play_score,543877,R,29.0,95.4,25.1,77.23,488768.0,R,CU,82.1,2394.0,True
field_out,hit_into_play,456030,R,-17.0,94.7,130.64,151.21,488768.0,R,CH,83.6,1466.0,False
field_out,hit_into_play,593643,R,69.0,80.0,164.68,133.93,519144.0,R,SL,84.5,2607.0,False
field_out,hit_into_play,448801,L,-49.0,72.4,145.99,179.55,519144.0,R,FF,90.7,2474.0,False
field_out,hit_into_play,547004,L,-15.0,98.2,150.45,139.01,519144.0,R,FF,90.2,2417.0,False
field_out,hit_into_play,456665,R,-6.0,99.9,152.49,154.25,488768.0,R,FF,94.2,2025.0,False
field_out,hit_into_play,502110,R,-8.0,66.5,106.77,153.24,488768.0,R,CU,82.2,2445.0,False
field_out,hit_into_play,600524,R,55.0,81.8,155.94,124.74,519144.0,R,FF,92.4,2369.0,False
field_out,hit_into_play,641820,R,-12.0,100.5,101.69,164.41,519144.0,R,FT,91.5,2306.0,False
single,hit_into_play_no_out,542340,L,-2.0,59.6,120.48,165.94,519144.0,R,FF,92.3,2500.0,True
field_out,hit_into_play,600474,R,69.0,80.0,122.52,182.19,519144.0,R,CU,75.7,2979.0,False
field_out,hit_into_play,519048,L,-21.0,82.9,152.99,164.41,488768.0,R,FF,95.4,2263.0,False
field_out,hit_into_play,605141,R,37.0,97.1,115.42,48.15,488768.0,R,FF,95.0,2249.0,False
force_out,hit_into_play,593643,R,-11.0,71.5,94.58,165.43,519144.0,R,SL,86.4,2463.0,False
single,hit_into_play_score,448801,L,15.0,98.9,160.27,111.29,519144.0,R,FF,92.9,2458.0,True
double,hit_into_play_no_out,641820,R,-13.0,90.2,51.4,122.76,519144.0,R,FT,90.9,2408.0,True
field_out,hit_into_play,542340,L,-21.0,82.9,120.48,188.29,519144.0,R,FF,92.0,2534.0,False
double,hit_into_play_no_out,606466,L,33.0,95.7,236.93,78.04,489446.0,R,FS,86.6,1244.0,True
single,hit_into_play_no_out,571976,R,11.0,109.9,67.16,79.91,605177.0,L,SI,93.0,2186.0,True
field_out,hit_into_play,435079,R,69.0,80.0,182.27,165.38,605177.0,L,SI,91.5,2202.0,False
field_out,hit_into_play,545121,R,50.0,77.3,97.6,129.89,623364.0,L,FF,94.4,2272.0,False
field_out,hit_into_play,608348,R,-23.0,90.5,101.66,158.79,623364.0,L,FF,93.6,2357.0,False
field_out,hit_into_play,543333,L,46.0,75.8,99.35,113.08,661255.0,R,FF,96.3,2144.0,False
field_out,hit_into_play,592669,R,0.0,91.0,120.38,145.87,661255.0,R,FF,96.4,2042.0,False
grounded_into_double_play,hit_into_play,605113,R,-12.0,98.1,128.53,182.11,622259.0,R,FF,96.9,2201.0,False
field_out,hit_into_play,592518,R,-20.0,104.3,106.22,151.69,542882.0,R,FF,92.9,2358.0,False
home_run,hit_into_play_score,614177,R,31.0,102.2,172.68,37.42,542882.0,R,CH,86.3,2456.0,True
field_out,hit_into_play,622534,R,69.0,80.0,82.9,147.13,542882.0,R,FF,93.6,2428.0,False
field_out,hit_into_play,606466,L,-10.0,70.7,128.53,183.12,489334.0,R,SI,90.5,2130.0,False
single,hit_into_play_score,430945,R,-10.0,91.4,102.67,156.26,489334.0,R,SL,84.9,2353.0,True
field_out,hit_into_play_score,545121,L,-13.0,72.3,138.16,147.13,489334.0,R,SI,91.3,2148.0,False
single,hit_into_play_score,605113,R,13.0,84.5,172.37,138.42,622103.0,R,FF,96.7,2370.0,True
single,hit_into_play_no_out,500871,L,15.0,76.6,167.06,126.35,622103.0,R,SL,85.9,2368.0,True
field_out,hit_into_play,435079,R,34.0,80.3,115.25,75.89,542882.0,R,FF,92.1,2424.0,False
field_out,hit_into_play,527038,R,-12.0,66.6,150.83,162.34,621381.0,L,FF,90.0,2269.0,False
field_out,hit_into_play,606466,R,30.0,83.1,98.55,69.25,621381.0,L,FF,90.1,2266.0,False
field_out,hit_into_play,430945,R,29.0,94.1,194.31,78.48,621381.0,L,SL,83.9,2426.0,False
field_out,hit_into_play,543333,L,-11.0,98.5,151.34,147.64,518876.0,R,CH,86.3,2159.0,False
field_out,hit_into_play,592518,R,-35.0,57.1,125.68,181.96,518876.0,R,CH,85.3,1999.0,False
